incident_number,incident_summary,true_location,llama3_8b_pred,mistral_7b_pred,mixtral_8x7b_pred,flan_t5_xl_pred,gpt4o_mini_pred,gemini_flash_pred
207121502,"With the arrest of four persons, including three CPI-Maoist cadres, Hajipur Police of Vaishali District claimed to have cracked the case of 'levy' demand made from owner of Avon cycle factory at Hajipur. The North Bihar 'zonal committee' of the CPI-Maoist had demanded INR 1.5 million as 'levy' from the owner of a under construction Avon cycle factory on June 26. The Police seized revolutionary literature, laptop containing details of Maoists network, posters, firearms and cell phones from the possession of arrested persons.","state: Bihar, district: Vaishali, village: Hajipur","district: Vaishali, village: Hajipur, other_locations: Avon cycle factory","state: Bihar, district: Vaishali, village: Hajipur, other_locations: North Bihar 'zonal committee' of the CPI-Maoist.","state: Bihar, district: Vaishali, village: Hajipur, other_locations: North Bihar 'zonal committee' of the CPI-Maoist","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Vaishali, village: Hajipur",
307131502,"Four Assistant Constables, recruited by Chhattisgarh Police as Auxiliary Personnel, were abducted by suspected Maoist cadres in Bijapur District. The four have been identified as Jaydev Yadav, Mangal Sodhi, Raju Tela and Rama Majji.","state: Chhattisgarh, district: Bijapur, village: Kutru","district: Bijapur, other_locations: . Explanation: The incident occurred in Bijapur District","state: Chhattisgarh, district: Bijapur, village: Not mentioned, other_locations: Not mentioned.","state: Chhattisgarh, district: Bijapur, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Bijapur",
307131503,"A member of Maoist LOS, identified as Saybo Halami (25), was arrested during a search operation carried out by a joint team of CRPF, STF and District Police, under Mardum Police Station limits in Bastar District.","state: Chhattisgarh, district: Bastar, other_locations: Mardum Police Station","state: Chhattisgarh, district: Bastar, village: Mardum, other_locations: None. Explanation: The incident mentions the following locations: - State: Chhattisgarh - District: Bastar - Village: Mardum - Other locations: M","state: Chhattisgarh, district: Bastar, village: Not mentioned, other_locations: Mardum Police Station limits.","state: Chhattisgarh, district: Bastar, village: Mardum","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Bastar, other_locations: Mardum Police Station",
1007131501,"Kerala Police arrested a person, identified as Ibrahim alias Babu (62) from Kozhikode District who has been acting as a courier among top CPI-Maoist leaders in the State.","state: Kerala, district: Kozhikode","state: Kerala, district: Kozhikode, village: None, other_locations: None. Explanation: The incident mentions the state as Kerala","state: Kerala, district: Kozhikode, village: Not mentioned, other_locations: Not mentioned.","state: Kerala, district: Kozhikode, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Kerala, district: Kozhikode",
307131501,Two personnel of the CRPF were injured in an IED blast triggered by CPI-Maoist cadres in Sukma District.,"state: Chhattisgarh, district: Sukma","state: Chhattisgarh, district: Sukma, village: Sukma, other_locations: None. Explanation: The incident occurred in Sukma District","state: Chhattisgarh, district: Sukma, village: Not mentioned, other_locations: Not mentioned.","state: Chhattisgarh, district: Sukma, village: not mentioned, other_locations: not mentioned.","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Sukma",
107131501,"Eleven CPI-Maoist cadres, including two members of the Pedabayalu Dalam surrendered before Visakha Rural SP of Andhra Pradesh Koya Praveen. Among those who surrendered, Pangi Chinna Rao (20) and Gemmeli Malleswara Rao (28) allegedly worked as 'members' of the Pedabayalu Dalam for a year after serving as 'militia members' for almost five years. The other surrendered militia members are Gemmeli Subba Rao (60), Taalabu Chinnayya Padal (27), Taalabu Rambabu (20), Gemmeli Chinnayya (20), Gemmeli Sanyasi (25), Sirima Srinu (28), Butari Appa Rao (45), Sirima Raja Rao (29) and Korra Paul (20).","state: Andhra Pradesh, district: Visakhapatnam","district: Visakhapatnam, village: Pedabayalu, other_locations: Andhra Pradesh:","state: Andhra Pradesh, district: Not Mentioned, village: Not Mentioned, other_locations: Not Mentioned.","state: Andhra Pradesh, district: Visakha Rural, village: <not mentioned>, other_locations: Pedabayalu Dalam","state: name>, district: name>, village: name>, other_locations: name>","state: Andhra Pradesh, district: Visakhapatnam, village: Pedabayalu",
1407131501,"SFs intensified combing operation in CPI-Maoist-affected Narayanpatna, Bandhugaon and Laxmipur areas of Koraput District, after five tiffin bombs, three bundles of live wire, Maoist uniforms, literature and medicines were found by BSF troopers in Kunjeru forest under Bandhugaon Police limits.","state: Odisha, district: Koraput, other_locations: Bandhugaon, Kunjeru forest under Bandhugaon Police limits","state: Odisha, district: Koraput, village: Kunjeru, other_locations: Bandhugaon","state: Odisha, district: Koraput, village: Not mentioned, other_locations: Narayanpatna","state: Odisha, district: Koraput, village: Bandhugaon, other_locations: Narayanpatna","state: name>, district: name>, village: name>, other_locations: name>","state: Odisha, district: Koraput, village: Bandhugaon, other_locations: Narayanpatna",
207141501,"The Police arrested three CPI-Maoist cadres, who are wanted in several cases, in Gaya District.","state: Bihar, district: Gaya","district: Gaya, village: None, other_locations: None"" Note: The answer is in the exact format as requested. The district is the same as the state","state: Bihar, district: Gaya, village: Not mentioned, other_locations: Not mentioned.","state: Bihar, district: Gaya, village: <not mentioned>, other_locations: <not mentioned>","state: name>, district: name>, village: name>, other_locations: name>","state: Bihar, district: Gaya",
307151502,"Two hardcore CPI-Maoist cadres, identified as Moti Ram (25) and Dinesh (23), who were members of Maoist LOS active in Kiskod area in Kondagaon District surrendered before the Police in the District.","state: Chhattisgarh, district: Kondagaon, other_locations: Kiskod","state: Chhattisgarh, district: Kondagaon, village: Kiskod, other_locations: Kondagaon District. Explanation: The incident mentions the state as Chhattisgarh","state: Chhattisgarh, district: Kondagaon, village: Kiskod, other_locations: None.","state: Chhattisgarh, district: Kondagaon, village: Kiskod","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Kondagaon, other_locations: Kiskod",
307151501,"Four auxiliary Constables belonging to Chhattisgarh Police were killed by the CPI-Maoist cadres in Bijapur District. The SPO-turned-Auxiliary Constables, identified as Jaydev Yadav, Mangal Sori, Raju Tela and Rama Majji, were abducted in the afternoon of July 13, by the rebels. Three of them were posted in Kutru Police Station, another was in Bedre. Their bodies were found near Kutru.","state: Chhattisgarh, district: Bijapur, village: Kutru","district: Bijapur, village: Kutru, other_locations: Bedre","state: Chhattisgarh, district: Bijapur, village: (Not Mentioned), other_locations: Kutru","state: Chhattisgarh, district: Bijapur, village: Kutru, other_locations: Bedre","state: name>, district: name>, village: name>, other_locations: name>","state: Chhattisgarh, district: Bijapur, other_locations: Kutru",
807151501,At least 20 villagers were beaten up by TPC cadres in Bendi village of Koderma District for refusing to serve foodChn.,"state: Jharkhand, district: Koderma, village: Bendi","state: Jharkhand, district: Koderma, village: Bendi, other_locations: India. Explanation: The incident took place in Bendi village of Koderma District in Jharkhand state. The location hierarchy is: - State: Jharkhand -","state: Jharkhand, district: Koderma, village: Bendi, other_locations: """"","state: Jharkhand, district: Koderma, village: Bendi","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: Koderma, village: Bendi",
1807151501,"SPF Police arrested a youth, suspected to be a CPI-Maoist cadre, from the MGM hospital in Warangal city in Telangana. The Police seized a firearm from his possession.","state: Telangana, district: Warangal, village: Warangal, other_locations: the MGM hospital in Warangal city",other_locations: state. Note: The answer is not in the required format. The correct answer should be,"state: Telangana, district: Warangal, village: Not mentioned, other_locations: City","state: Telangana, district: Warangal, other_locations: MGM hospital","state: name>, district: name>, village: name>, other_locations: name>","state: Telangana, district: Warangal, other_locations: MGM hospital",
807161501,"Three Maoist sympathisers were arrested with explosives in Derang valley under Ghatsila Sub-division of East Singhbhum District. Acting on a tip off, the District Police and the CPRF jointly launched a search operation and arrested two persons transporting six pieces of detonators, one kg each of promotional explosives and aluminium IED component near Derang under Dalbhumgarh Police Station, SSP, Anoop T Mathew said. SSP Mathew added the explosives were being transported to a squad headed by Maoist leader Kanu Munda from another squad led by Madan Mahato, who has been operating in Chakulia and areas bordering West Bengal. The two arrested persons have been identified as Khela Baske and Mangal Baske.","state: Jharkhand, district: East Singhbhum, village: Derang, other_locations: Derang valley under Ghatsila Sub-division; Dalbhumgarh Police Station","district: East Singhbhum, village: Derang, other_locations: Dalbhumgarh Police Station","state: Jharkhand, district: East Singhbhum, village: Derang, other_locations: Ghatsila Sub-division","state: Bihar, district: East Singhbhum, village: Derang, other_locations: Ghatsila Sub-division","state: name>, district: name>, village: name>, other_locations: name>","state: Jharkhand, district: East Singhbhum, village: Derang, other_locations: Chakulia",
